profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"makeda","https://yocket.in/profiles/makeda","","GRE

310 


Quant: 163

Verbal: 147","TOEFL
100","UG Score
9.16CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Information Technology from RV College Of Engineering (RVCE), Bengaluru","Interested in Computer Science / Information Technology (Fall 2016)"
"abhinavgupta94","https://yocket.in/profiles/abhinavgupta94","","GRE

316 


Quant: 164

Verbal: 152","TOEFL
107","UG Score
8.28CGPA","Work Exp.
10 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from Birla Institute of Technology & Science (BITS Pilani) KK Birla, Zuarinagar","Computer Science (Fall 2016)"
"debanikl","https://yocket.in/profiles/debanikl","","GRE

323 


Quant: 170

Verbal: 153","TOEFL
114","UG Score
7.5CGPA","Work Exp.
NA","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"riaz2012","https://yocket.in/profiles/riaz2012","","GRE

315 


Quant: 163

Verbal: 152","TOEFL
104","UG Score
76%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"elmaestro08","https://yocket.in/profiles/elmaestro08","","GRE

317 


Quant: 167

Verbal: 150","TOEFL
108","UG Score
74%","Work Exp.
6 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from PICT, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"tylan","https://yocket.in/profiles/tylan","","GRE

324 


Quant: 161

Verbal: 163","TOEFL
118","UG Score
80%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from vtu, Belagaavi","Interested in Computer Science / Information Technology (Fall 2015)"
"YashUpadhyay","https://yocket.in/profiles/YashUpadhyay","","GRE

326 


Quant: 167

Verbal: 159","TOEFL
111","UG Score
8.13CGPA","Work Exp.
3 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Information Technology from College Of Engineering Pune, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"Mahesh05","https://yocket.in/profiles/Mahesh05","","GRE

322 


Quant: 160

Verbal: 162","TOEFL
93","UG Score
8.4CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Information Technology from SASTRA University , Thanjavur","Interested in Computer Science / Information Technology (Fall 2017)"
"imaad","https://yocket.in/profiles/imaad","","GRE

309 


Quant: 159

Verbal: 150","TOEFL
100","UG Score
75%","Work Exp.
30 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from DJ Sanghvi College Of Engineering, Vile Parle, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"karanjaswani","https://yocket.in/profiles/karanjaswani","","GRE

319 


Quant: 170

Verbal: 149","TOEFL
103","UG Score
9.2CGPA","Work Exp.
30 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from Vellore Institute of Technology (VIT University), Vellore","Computer Science (Fall 2016)"
"parth1861994","https://yocket.in/profiles/parth1861994","","GRE

320 


Quant: 167

Verbal: 153","TOEFL
109","UG Score
9.1CGPA","Work Exp.
2 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Information Technology from Sardar Patel Institute Of Technology (SPIT), Andheri, Mumbai","Computer Science (Fall 2016)"
"Chandy22","https://yocket.in/profiles/Chandy22","","GRE

319 


Quant: 166

Verbal: 153","TOEFL
111","UG Score
9.3CGPA","Work Exp.
24 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Information Technology from R V College of Engineering, Bengaluru","Interested in Computer Science / Information Technology (Fall 2017)"
"sagar4400","https://yocket.in/profiles/sagar4400","","GRE

311 


Quant: 158

Verbal: 153","TOEFL
103","UG Score
7.2CGPA","Work Exp.
10 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

Computer Science from Amity University, Noida, Noida","Computer Science (Fall 2014)"
"Chelsea","https://yocket.in/profiles/Chelsea","","GRE

314 


Quant: 162

Verbal: 152","TOEFL
108","UG Score
80%","Work Exp.
8 months","Tech Papers
None","","","Undergrad:

Computer Science from Vishwakarma Institute Of Technology (VIT), Bibwewadi, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"cvasini","https://yocket.in/profiles/cvasini","","GRE

316 


Quant: 160

Verbal: 156","TOEFL
111","UG Score
9.76CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from SRM University (Kattankulathur Campus), Chennai","Computer Science (Fall 2016)"
"prbehera","https://yocket.in/profiles/prbehera","","GRE

331 


Quant: 161

Verbal: 170","TOEFL
115","UG Score
8.87CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

NA","Computer Engineering (Fall 2015)"
"rohinikapoor","https://yocket.in/profiles/rohinikapoor","","GRE

327 


Quant: 168

Verbal: 159","TOEFL
113","UG Score
9.234CGPA","Work Exp.
30 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Information Technology from Manipal Institute of Technology (MIT), Manipal","Computer Science (Fall 2016)"
"sachinsaligram","https://yocket.in/profiles/sachinsaligram","","GRE

320 


Quant: 164

Verbal: 156","TOEFL
110","UG Score
75.1%","Work Exp.
19 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Electronics and Communication Engineering from Bangalore Institute Of Technology, Bengaluru","Interested in Computer Science / Information Technology (Fall 2016)"
"rk210805","https://yocket.in/profiles/rk210805","","GRE

322 


Quant: 168

Verbal: 154","TOEFL
112","UG Score
8.02CGPA","Work Exp.
24 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Electronics and Communication Engineering from Visvesvaraya National Institute of Technology, Nagpur (VNIT), Nagpur","Computer Science (Fall 2017)"
"umang_ks","https://yocket.in/profiles/umang_ks","","GRE

323 


Quant: 162

Verbal: 161","TOEFL
108","UG Score
8.47CGPA","Work Exp.
2 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from DJ Sanghvi College Of Engineering, Vile Parle, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"nirucool","https://yocket.in/profiles/nirucool","","GRE

314 


Quant: 164

Verbal: 150","TOEFL
102","UG Score
74%","Work Exp.
46 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from Govt. Engineering College, Ajmer","Interested in Computer Science / Information Technology (Fall 2017)"
"dheeptha","https://yocket.in/profiles/dheeptha","","GRE

321 


Quant: 164

Verbal: 157","TOEFL
101","UG Score
8.38CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from SASTRA University , Thanjavur","Interested in Computer Science / Information Technology (Fall 2017)"
"shagun11","https://yocket.in/profiles/shagun11","","GRE

317 


Quant: 164

Verbal: 153","TOEFL
99","UG Score
8.98CGPA","Work Exp.
25 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from Vellore Institute of Technology (VIT University), Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"prajakta.stupidsid","https://yocket.in/profiles/prajakta.stupidsid","","GRE

323 


Quant: 166

Verbal: 157","TOEFL
108","UG Score
67%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Computer Science from Maharashtra Institute Of Technology (MIT), Kothrud, Pune","Computer Engineering (Fall 2014)"
"jiyasingh","https://yocket.in/profiles/jiyasingh","","GRE

330 


Quant: 170

Verbal: 160","TOEFL
111","UG Score
8.97CGPA","Work Exp.
4 months","Tech Papers
None","","","Undergrad:

Computer Science from Sardar Vallabbhai National Institute of Technology, Surat (SVNIT, Surat), Surat","Interested in Computer Science / Information Technology (Fall 2017)"
"binarythoughts","https://yocket.in/profiles/binarythoughts","","GRE

325 


Quant: 170

Verbal: 155","TOEFL
114","UG Score
7.93CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Information Technology from Thiagarajar college of Engineering, Madurai","Interested in Computer Science / Information Technology (Fall 2017)"
"ajinkyai","https://yocket.in/profiles/ajinkyai","","GRE

332 


Quant: 170

Verbal: 162","TOEFL
113","UG Score
8.95CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from None, Anantapur","Interested in Computer Science / Information Technology (Fall 2016)"
"Pandian","https://yocket.in/profiles/Pandian","","GRE

330 


Quant: 170

Verbal: 160","TOEFL
112","UG Score
9.47CGPA","Work Exp.
22 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from college of engineering, guindy, Chennai","Interested in Computer Science / Information Technology (Fall 2016)"
"sharadboni","https://yocket.in/profiles/sharadboni","","GRE

314 


Quant: 164

Verbal: 150","TOEFL
106","UG Score
8CGPA","Work Exp.
10 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Information Technology from Sardar Patel Institute Of Technology (SPIT), Andheri, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"ayushs12","https://yocket.in/profiles/ayushs12","","GRE

320 


Quant: 168

Verbal: 152","TOEFL
111","UG Score
60.62%","Work Exp.
10 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

Electronics and Communication Engineering from Dwarkadas Jamnadas Sanghvi College of Engineering, Mumbai","Electrical & Computer Engineering (Fall 2015)"
"nivedita104","https://yocket.in/profiles/nivedita104","","GRE

323 


Quant: 170

Verbal: 153","TOEFL
111","UG Score
9.2CGPA","Work Exp.
31 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from College of Engineering - Guindy (CEG), Anna University Campus, Guindy, Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"sarthakssl","https://yocket.in/profiles/sarthakssl","","GRE

327 


Quant: 164

Verbal: 163","TOEFL
111","UG Score
9.35CGPA","Work Exp.
NA","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from Apex International Institute of Technology, Kota, Kurukshetra","Interested in Computer Science / Information Technology (Fall 2017)"
"Saran21","https://yocket.in/profiles/Saran21","","GRE

327 


Quant: 165

Verbal: 162","TOEFL
107","UG Score
9.6CGPA","Work Exp.
55 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Electrical and Electronics Engineering from PSG College of Technology, Coimbatore","Interested in Computer Science / Information Technology (Fall 2017)"
"chetangb","https://yocket.in/profiles/chetangb","","GRE

320 


Quant: 162

Verbal: 158","TOEFL
112","UG Score
81%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

Information Technology from SIES College of Arts, Science, and Commerce, Mumbai","Interested in Computer Science / Information Technology (Fall 2015)"
"sagardmni","https://yocket.in/profiles/sagardmni","","GRE

333 


Quant: 165

Verbal: 168","TOEFL
117","UG Score
75%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Computer Science from Pune Institute Of Computer Technology, Dhakavdi, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"Gagans","https://yocket.in/profiles/Gagans","","GRE

328 


Quant: 169

Verbal: 159","TOEFL
108","UG Score
9.32CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from RV College Of Engineering (RVCE), Bengaluru","Interested in Computer Science / Information Technology (Fall 2017)"
"khushboo.stupidsid","https://yocket.in/profiles/khushboo.stupidsid","","GRE

326 


Quant: 166

Verbal: 160","TOEFL
113","UG Score
72%","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

Computer Science from Fr. Conceicao Rodrigues College Of Engineering, Bandra, Mumbai","Computer Science (Fall 2014)"
"nanthini","https://yocket.in/profiles/nanthini","","GRE

321 


Quant: 165

Verbal: 156","TOEFL
114","UG Score
76.9%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from PESIT South Campus (PESSE), Bengaluru","Interested in Computer Science / Information Technology (Fall 2017)"
"anziclone","https://yocket.in/profiles/anziclone","","GRE

314 


Quant: 162

Verbal: 152","TOEFL
110","UG Score
68%","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"ironstein1994","https://yocket.in/profiles/ironstein1994","","GRE

325 


Quant: 170

Verbal: 155","TOEFL
108","UG Score
7.5CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Electrical and Electronics Engineering from Dwarkadas. J.Sanghvi college of engineering, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"abhijeet5793","https://yocket.in/profiles/abhijeet5793","","GRE

314 


Quant: 162

Verbal: 152","TOEFL
101","UG Score
64%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from DBACER, Nagpur","Industrial Engineering (Fall 2016)"
"borntowin","https://yocket.in/profiles/borntowin","","GRE

317 


Quant: 163

Verbal: 154","TOEFL
104","UG Score
9CGPA","Work Exp.
18 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Information Technology from Madras Institute of Technology (MIT), Chromepet, Chennai","Computer Science (Fall 2016)"
"prashanthrajput","https://yocket.in/profiles/prashanthrajput","","GRE

323 


Quant: 166

Verbal: 157","TOEFL
115","UG Score
79.6%","Work Exp.
12 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from Sinhgad College Of Engineering, Vadgaon, Pune","Computer Science (Fall 2016)"
"Shishir94","https://yocket.in/profiles/Shishir94","","GRE

325 


Quant: 169

Verbal: 156","TOEFL
116","UG Score
75%","Work Exp.
6 months","Tech Papers
None","","","Undergrad:

Information Technology from New Horizon College Of Engineering, Bengaluru","Interested in Computer Science / Information Technology (Fall 2017)"
"madhavkapoor","https://yocket.in/profiles/madhavkapoor","","GRE

331 


Quant: 170

Verbal: 161","TOEFL
110","UG Score
8.98CGPA","Work Exp.
31 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from Visvesvaraya National Institute of Technology, Nagpur (VNIT), Nagpur","Computer Science (Fall 2016)"
"vikrambajaj","https://yocket.in/profiles/vikrambajaj","","GRE

321 


Quant: 164

Verbal: 157","TOEFL
111","UG Score
9.7CGPA","Work Exp.
2 months","Tech Papers
None","","","Undergrad:

Computer Science from GITAM University , Hyderabad","Interested in Computer Science / Information Technology (Fall 2017)"
"richadeshmukh","https://yocket.in/profiles/richadeshmukh","","GRE

331 


Quant: 170

Verbal: 161","TOEFL
113","UG Score
8.59CGPA","Work Exp.
3 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"prasannjit.stupidsid","https://yocket.in/profiles/prasannjit.stupidsid","","GRE

318 


Quant: 164

Verbal: 154","TOEFL
109","UG Score
8.54CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

Computer Science from Indian Institute of Information Technology (IIIT), , Allahabad","Computer Science (Fall 2013)"
"juilee.rege94","https://yocket.in/profiles/juilee.rege94","","GRE

327 


Quant: 170

Verbal: 157","TOEFL
118","UG Score
9.6CGPA","Work Exp.
2 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from DJ Sanghvi College Of Engineering, Vile Parle, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"gsandeep1241","https://yocket.in/profiles/gsandeep1241","","GRE

325 


Quant: 170

Verbal: 155","TOEFL
116","UG Score
8.5CGPA","Work Exp.
30 months","Tech Papers
None","","","Undergrad:

Electronics and Communication Engineering from IIT Roorkee, Roorkee","Interested in Computer Science / Information Technology (Fall 2017)"
"parth.rampal","https://yocket.in/profiles/parth.rampal","","GRE

320 


Quant: 160

Verbal: 160","TOEFL
117","UG Score
82%","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Information Technology from Symbiosis Institute Of Technology PUNE, Pune","Computer Science (Fall 2016)"
"kevindesai777","https://yocket.in/profiles/kevindesai777","","GRE

316 


Quant: 167

Verbal: 149","TOEFL
108","UG Score
64.52%","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=9","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"div5yesh","https://yocket.in/profiles/div5yesh","","GRE

309 


Quant: 159

Verbal: 150","TOEFL
99","UG Score
8CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Information Technology from Dharmsinh Desai University, Nadiad","Interested in Computer Science / Information Technology (Fall 2017)"
"sohilsavla","https://yocket.in/profiles/sohilsavla","","GRE

322 


Quant: 167

Verbal: 155","TOEFL
113","UG Score
8CGPA","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from Indian Institute of Technology, Mandi (IIT-Mandi), Mandi","Interested in Computer Science / Information Technology (Fall 2016)"
"savanpatel3","https://yocket.in/profiles/savanpatel3","","GRE

319 


Quant: 163

Verbal: 156","TOEFL
99","UG Score
8.45CGPA","Work Exp.
18 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=7","Undergrad:

Computer Science from Nirma University, Ahmedabad","Interested in Computer Science / Information Technology (Fall 2016)"
"ishaverma","https://yocket.in/profiles/ishaverma","","GRE

319 


Quant: 168

Verbal: 151","TOEFL
113","UG Score
9.52CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from Motilal Nehru National Institute of Technology, Allahabad (MNNIT), Allahabad","Computer Science (Fall 2016)"
"Jayalakshmi","https://yocket.in/profiles/Jayalakshmi","","GRE

315 


Quant: 162

Verbal: 153","TOEFL
100","UG Score
9.5CGPA","Work Exp.
6 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from Birla Institute of Technology & Science (BITS Pilani), Pilani","Interested in Computer Science / Information Technology (Fall 2016)"
"kausarmukadam15","https://yocket.in/profiles/kausarmukadam15","","GRE

338 


Quant: 170

Verbal: 168","TOEFL
113","UG Score
9.08CGPA","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=5","Undergrad:

Computer Science from University of Mumbai, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"Ravitej","https://yocket.in/profiles/Ravitej","","GRE

329 


Quant: 170

Verbal: 159","TOEFL
115","UG Score
8.93CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=8","Undergrad:

Electronics and Communication Engineering from IIT KHARAGPUR, Kharagpur","Interested in Electrical / Electronics / Telecomm (Fall 2016)"
"DeepuRR","https://yocket.in/profiles/DeepuRR","","GRE

315 


Quant: 163

Verbal: 152","TOEFL
98","UG Score
8.59CGPA","Work Exp.
33 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Computer Science from College of Engineering,Trivandrum, Thiruvananthapuram","Interested in Computer Science / Information Technology (Fall 2017)"
"Jyotisaini","https://yocket.in/profiles/Jyotisaini","","GRE

326 


Quant: 169

Verbal: 157","TOEFL/IELTS
N.A.","UG Score
9.6CGPA","Work Exp.
56 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=4","Undergrad:

Information Technology from National Institute of Technology, Kurukshetra (NIT-KKR), Kurukshetra","Interested in Computer Science / Information Technology (Fall 2017)"
"9930851934","https://yocket.in/profiles/9930851934","","GRE

328 


Quant: 170

Verbal: 158","TOEFL
112","UG Score
8.69CGPA","Work Exp.
7 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"Prasanna Venky","https://yocket.in/profiles/Prasanna%20Venky","","GRE

325 


Quant: 166

Verbal: 159","TOEFL
108","UG Score
8.73CGPA","Work Exp.
18 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=3","Undergrad:

Computer Science from Madras Institute of Technology (MIT), Chromepet, Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"mihika94","https://yocket.in/profiles/mihika94","","GRE

332 


Quant: 170

Verbal: 162","TOEFL
112","UG Score
7.7CGPA","Work Exp.
2 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=6","Undergrad:

Computer Science from DJ Sanghvi College Of Engineering, Vile Parle, Mumbai","Computer Science (Fall 2016)"
"dhruv5995","https://yocket.in/profiles/dhruv5995","","GRE

326 


Quant: 170

Verbal: 156","TOEFL
107","UG Score
8.85CGPA","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from Government Engineering College sec28 gandhinagar, Gandhinagar","Data Science (Fall 2017)"
"ninime","https://yocket.in/profiles/ninime","","GRE

322 


Quant: 167

Verbal: 155","TOEFL
112","UG Score
7.9CGPA","Work Exp.
18 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/9-carnegie-mellon-university/3?page=2","Undergrad:

Computer Science from Pillai's Institute Of Information Technology (PIIT), New Panvel, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
