profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"dushyant123","https://yocket.in/profiles/dushyant123","","GRE

327 


Quant: 170

Verbal: 157","TOEFL
103","UG Score
7.36CGPA","Work Exp.
6 months","Tech Papers
International","","","Undergrad:

Electrical and Electronics Engineering from Indian Institute of Technology, Delhi (IIT-D), New Delhi","Interested in Computer Science / Information Technology (Fall 2016)"
"vnisha5","https://yocket.in/profiles/vnisha5","","GRE

325 


Quant: 166

Verbal: 159","TOEFL
118","UG Score
8.8CGPA","Work Exp.
20 months","Tech Papers
None","","","Undergrad:

Information Technology from Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","Computer Science (Fall 2016)"
"abhinavgupta94","https://yocket.in/profiles/abhinavgupta94","","GRE

316 


Quant: 164

Verbal: 152","TOEFL
107","UG Score
8.28CGPA","Work Exp.
10 months","Tech Papers
International","","","Undergrad:

Computer Science from Birla Institute of Technology & Science (BITS Pilani) KK Birla, Zuarinagar","Computer Science (Fall 2016)"
"sj1992","https://yocket.in/profiles/sj1992","","GRE

332 


Quant: 168

Verbal: 164","TOEFL
108","UG Score
7.82CGPA","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/588-new-york-university/2?page=2","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"jimmi123","https://yocket.in/profiles/jimmi123","","GRE

322 


Quant: 164

Verbal: 158","TOEFL
104","UG Score
8CGPA","Work Exp.
30 months","Tech Papers
None","","","Undergrad:

Computer Science from Manipal Institute of Technology (MIT), Manipal","Interested in Computer Science / Information Technology (Fall 2016)"
"Simranjyot","https://yocket.in/profiles/Simranjyot","","GRE

325 


Quant: 170

Verbal: 155","TOEFL
110","UG Score
7.5CGPA","Work Exp.
30 months","Tech Papers
None","","","Undergrad:

Electronics and Communication Engineering from IIT Roorkee, Roorkee","Interested in Computer Science / Information Technology (Fall 2017)"
"rohnakmotwani.stupidsid","https://yocket.in/profiles/rohnakmotwani.stupidsid","","GRE

322 


Quant: 167

Verbal: 155","TOEFL
106","UG Score
73.9%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/588-new-york-university/2?page=2","Undergrad:

Information Technology from Pune University, Pune","Computer Science (Fall 2014)"
"mansivirani","https://yocket.in/profiles/mansivirani","","GRE

317 


Quant: 164

Verbal: 153","TOEFL
112","UG Score
8.2CGPA","Work Exp.
NA","Tech Papers
International","","","Undergrad:

Computer Science from NMIMS Mukesh Patel School of Technology and Management, Vile Parle, Mumbai","Computer Science (Fall 2016)"
"vidhigoel.stupidsid","https://yocket.in/profiles/vidhigoel.stupidsid","","GRE

311 


Quant: 163

Verbal: 148","TOEFL
106","UG Score
9.76CGPA","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/588-new-york-university/2?page=2","Undergrad:

Computer Science from Mody University of Science and Technology, Lakshmangarh, Lachhmangarh","Computer Science (Fall 2014)"
"sagarnarang33","https://yocket.in/profiles/sagarnarang33","","GRE

313 


Quant: 163

Verbal: 150","TOEFL
110","UG Score
81%","Work Exp.
20 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/588-new-york-university/2?page=2","Undergrad:

Computer Science from MAIT, New Delhi","Interested in Computer Science / Information Technology (Fall 2015)"
"ganeshyo","https://yocket.in/profiles/ganeshyo","","GRE

313 


Quant: 163

Verbal: 150","TOEFL
114","UG Score
8.43CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/588-new-york-university/2?page=2","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"anmolk","https://yocket.in/profiles/anmolk","","GRE

320 


Quant: 163

Verbal: 157","TOEFL
109","UG Score
8.78CGPA","Work Exp.
31 months","Tech Papers
International","","","Undergrad:

Computer Science from MS Ramaiah Institute Of Techniology, Bengaluru","Interested in Computer Science / Information Technology (Fall 2017)"
"dragonheart","https://yocket.in/profiles/dragonheart","","GRE

324 


Quant: 169

Verbal: 155","TOEFL
106","UG Score
8.19CGPA","Work Exp.
34 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/588-new-york-university/2?page=2","Undergrad:

Computer Science from Indian Institute of Technology Roorkee, Roorkee","Interested in Computer Science / Information Technology (Fall 2016)"
"alemc2","https://yocket.in/profiles/alemc2","","GRE

329 


Quant: 169

Verbal: 160","TOEFL
111","UG Score
7.82CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/588-new-york-university/2?page=2","Undergrad:

Electronics and Communication Engineering from NIT, Trichy, Tiruchirappalli","Computer Science (Fall 2015)"
"apsdehal","https://yocket.in/profiles/apsdehal","","GRE

324 


Quant: 165

Verbal: 159","TOEFL
105","UG Score
7.5CGPA","Work Exp.
30 months","Tech Papers
None","","","Undergrad:

Electrical and Electronics Engineering from Indian Institute of Technology, Roorkee?(IIT-R), Roorkee","Computer Science (Fall 2016)"
"movis","https://yocket.in/profiles/movis","","GRE

320 


Quant: 170

Verbal: 150","TOEFL
102","UG Score
72.06%","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/588-new-york-university/2?page=2","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"elmaestro08","https://yocket.in/profiles/elmaestro08","","GRE

317 


Quant: 167

Verbal: 150","TOEFL
108","UG Score
74%","Work Exp.
6 months","Tech Papers
International","","","Undergrad:

Computer Science from PICT, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"sagardmni","https://yocket.in/profiles/sagardmni","","GRE

333 


Quant: 165

Verbal: 168","TOEFL
117","UG Score
75%","Work Exp.
30 months","Tech Papers
None","","","Undergrad:

Computer Science from Pune Institute Of Computer Technology, Dhakavdi, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"vidyasagarr7","https://yocket.in/profiles/vidyasagarr7","","GRE

318 


Quant: 167

Verbal: 151","TOEFL
100","UG Score
6CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/588-new-york-university/2?page=2","Undergrad:

Indian Institute of Technology, Madras (IIT-M), Chennai","Interested in Computer Science / Information Technology (Fall 2016)"
"sameera123","https://yocket.in/profiles/sameera123","","GRE

325 


Quant: 168

Verbal: 157","TOEFL
112","UG Score
7.4CGPA","Work Exp.
40 months","Tech Papers
None","","","Undergrad:

Computer Science from Netaji Shubas Institute of Technology, New Delhi","Interested in Computer Science / Information Technology (Fall 2016)"
