profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"sohanreddy","https://yocket.in/profiles/sohanreddy","","GRE

290 


Quant: 150

Verbal: 140","IELTS
6.5","UG Score
64%","Work Exp.
5 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=5","Undergrad:

Computer Science from Anurag Group Of Institutions, Hyderabad","Interested in Computer Science / Information Technology (Fall 2016)"
"vineetha.1994","https://yocket.in/profiles/vineetha.1994","","GRE

300 


Quant: 152

Verbal: 148","TOEFL
106","UG Score
63%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=5","Undergrad:

Computer Science from Matrusri Engineering College, Saidabad, Hyderabad","Information Systems (Fall 2016)"
"karthikh2","https://yocket.in/profiles/karthikh2","","GRE

291 


Quant: 150

Verbal: 141","IELTS
6","UG Score
6.15CGPA","Work Exp.
18 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=5","Undergrad:

Computer Science from PES College Of Engineering, Mandya","Computer Science (Fall 2016)"
"pm0hit","https://yocket.in/profiles/pm0hit","","GRE

298 


Quant: 157

Verbal: 141","TOEFL
88","UG Score
64%","Work Exp.
NA","Tech Papers
International","","","Undergrad:

Electronics and Communication Engineering from JSPM Narhe Technical Campus, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"sai-theja","https://yocket.in/profiles/sai-theja","","GRE

295 


Quant: 152

Verbal: 143","IELTS
6","UG Score
62%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=4","Undergrad:

Electronics and Communication Engineering from Amrita University, Bengaluru","Interested in Computer Science / Information Technology (Spring 2017)"
"ashwin007","https://yocket.in/profiles/ashwin007","","GRE

appearing
6 Mar","TOEFL/IELTS
N.A.","UG Score
61%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=6","Undergrad:

Electronics and Communication Engineering from TSSM's Bhivarabai Sawant College Of Engineering And Research, Narhe, Pune","Interested in Computer Science / Information Technology (Fall 2018)"
"ramsom","https://yocket.in/profiles/ramsom","","GRE

303 


Quant: 156

Verbal: 147","TOEFL
102","UG Score
7.8CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=3","Undergrad:

Computer Science from GITAM University , Visakhapatnam","Interested in Computer Science / Information Technology (Fall 2017)"
"beast","https://yocket.in/profiles/beast","","GRE

299 


Quant: 157

Verbal: 142","IELTS
7","UG Score
60.56%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=3","Undergrad:

Computer Science from Auroras Scientific And Technological Institute, Hyderabad","Computer Science (Spring 2016)"
"SSJ","https://yocket.in/profiles/SSJ","","GRE

295 


Quant: 153

Verbal: 142","TOEFL
92","UG Score
8.13CGPA","Work Exp.
NA","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=2","Undergrad:

Computer Science from PRMIT, Amravati","Interested in Computer Science / Information Technology (Fall 2017)"
"balu2643","https://yocket.in/profiles/balu2643","","GRE

290 


Quant: 150

Verbal: 140","IELTS
6","UG Score
8CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=7","Undergrad:

Computer Science from GITAM University , Visakhapatnam","Interested in Computer Science / Information Technology (Fall 2016)"
"rajeevreddy12","https://yocket.in/profiles/rajeevreddy12","","GRE

297 


Quant: 155

Verbal: 142","TOEFL
81","UG Score
65%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=6","Undergrad:

Computer Science from MVSR Engg College, Hyderabad","Computer Science (Spring 2017)"
"vineetha12","https://yocket.in/profiles/vineetha12","","GRE

295 


Quant: 154

Verbal: 141","TOEFL
87","UG Score
67%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=7","Undergrad:

Computer Science from Institute Of Aeronautical Engineering, Hyderabad","Computer Science (Fall 2016)"
"laxman","https://yocket.in/profiles/laxman","","GRE

288 


Quant: 152

Verbal: 136","TOEFL
83","UG Score
69.89%","Work Exp.
NA","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=2","Undergrad:

Computer Science from Vignan S Institute Of Technology And Aeronautical Engineering, Hyderabad","Interested in Computer Science / Information Technology (Fall 2017)"
"abhishekb1994","https://yocket.in/profiles/abhishekb1994","","GRE

307 


Quant: 159

Verbal: 148","TOEFL
86","UG Score
6.17CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=7","Undergrad:

Computer Science from Atharva College Of Engineering, Malad, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"Vish01","https://yocket.in/profiles/Vish01","","GRE

293 


Quant: 149

Verbal: 144","IELTS
6","UG Score
6.9CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=4","Undergrad:

Computer Science from Babaria Institute Of Technology, Vadodara","Interested in Computer Science / Information Technology (Spring 2017)"
"shweta2","https://yocket.in/profiles/shweta2","","GRE

292 


Quant: 150

Verbal: 142","TOEFL
81","UG Score
64.71%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=3","Undergrad:

Computer Science from SITS,narhe, Pune","Computer Science (Fall 2017)"
"preeti123","https://yocket.in/profiles/preeti123","","GRE

298 


Quant: 155

Verbal: 143","TOEFL
93","UG Score
61.91%","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=6","Undergrad:

Information Technology from Xavier Institute Of Engineering, Mahim, Mumbai","Computer Science (Fall 2016)"
"Mustajab","https://yocket.in/profiles/Mustajab","","GRE

291 


Quant: 146

Verbal: 145","IELTS
7.5","UG Score
63%","Work Exp.
4 months","Tech Papers
NA","","","Undergrad:

Information Technology from Osmania University, Hyderabad","Interested in Management Information System (MIS) (Fall 2017)"
"Shreyas J","https://yocket.in/profiles/Shreyas%20J","","GRE

307 


Quant: 158

Verbal: 149","TOEFL
111","UG Score
65%","Work Exp.
27 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=6","Undergrad:

Electronics and Communication Engineering from East West Institute Of Technology, Bengaluru","Computer & Information Science (Fall 2016)"
"vishweesh01","https://yocket.in/profiles/vishweesh01","","GRE

295 


Quant: 147

Verbal: 148","TOEFL
95","UG Score
62%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=5","Undergrad:

Computer Science from JSS Academy Of Technical Education, Bengaluru","Interested in Computer Science / Information Technology (Fall 2016)"
"DHANA SAI","https://yocket.in/profiles/DHANA%20SAI","","GRE

305 


Quant: 159

Verbal: 146","IELTS
6","UG Score
69.43%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=7","Undergrad:

Electronics and Communication Engineering from pragathi college of engineering, Peddapuram","Computer Science (Spring 2017)"
"rohitlad93","https://yocket.in/profiles/rohitlad93","","GRE

294 


Quant: 152

Verbal: 142","TOEFL
85","UG Score
54%","Work Exp.
5 months","Tech Papers
International","","","Undergrad:

Information Technology from Sinhgad Institute Of Technology, lonavala, Lonavla","Computer Engineering (Fall 2017)"
"Vanchhit","https://yocket.in/profiles/Vanchhit","","GRE

298 


Quant: 158

Verbal: 140","IELTS
6.5","UG Score
6.25CGPA","Work Exp.
9 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=2","Undergrad:

Electronics and Communication Engineering from amity university rajasthan, Jaipur","Computer Science (Spring 2017)"
"bindusree","https://yocket.in/profiles/bindusree","","GRE

294 


Quant: 154

Verbal: 140","IELTS
6","UG Score
75%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=8","Undergrad:

Computer Science from Vaagdevi College Of Engineering, Warangal","Interested in Computer Science / Information Technology (Fall 2015)"
"Axxay1","https://yocket.in/profiles/Axxay1","","GRE

294 


Quant: 156

Verbal: 138","TOEFL
85","UG Score
60.73%","Work Exp.
10 months","Tech Papers
None","","","Undergrad:

Computer Science from Smt. Kashibai Navale College Of Engineering, Vadgaon, Pune","Computer Science (Fall 2017)"
"naveen92","https://yocket.in/profiles/naveen92","","GRE

297 


Quant: 152

Verbal: 145","TOEFL
92","UG Score
6.92CGPA","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=9","Undergrad:

Computer Science from R V College of Engineering, Bengaluru","Interested in Computer Science / Information Technology (Fall 2015)"
"Rohith1994","https://yocket.in/profiles/Rohith1994","","GRE

290 


Quant: 140

Verbal: 150","IELTS
6","UG Score
6.3CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=4","Undergrad:

Computer Science from National Institute of Technology, Durgapur (NIT-DGP), Durgapur","Interested in Computer Science / Information Technology (Spring 2017)"
"sai Srinivas","https://yocket.in/profiles/sai%20Srinivas","","GRE

300 


Quant: 157

Verbal: 143","IELTS
6","UG Score
8CGPA","Work Exp.
14 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=2","Undergrad:

Computer Science from srkr engineering college , Bhimavaram","Computer Science (Fall 2017)"
"Sushee","https://yocket.in/profiles/Sushee","","GRE

288 


Quant: 152

Verbal: 136","IELTS
6","UG Score
7.59CGPA","Work Exp.
15 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=4","Undergrad:

Computer Science from Rajiv Gandhi university of Knowledge Technologies-Nuzvid, Nuzvid","Computer Science (Spring 2017)"
"shweta2602","https://yocket.in/profiles/shweta2602","","GRE

301 


Quant: 155

Verbal: 146","TOEFL
95","UG Score
57%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=8","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"shrobon","https://yocket.in/profiles/shrobon","","GRE

304 


Quant: 155

Verbal: 149","TOEFL
100","UG Score
8.72CGPA","Work Exp.
3 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=6","Undergrad:

Computer Science from West Bengal University of Technology, Kolkata","Interested in Computer Science / Information Technology (Fall 2016)"
"srinivasu","https://yocket.in/profiles/srinivasu","","GRE

296 


Quant: 157

Verbal: 139","TOEFL
88","UG Score
71.02%","Work Exp.
44 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=2","Undergrad:

Electronics and Communication Engineering from JNTUK, Kakinada","Interested in Computer Science / Information Technology (Fall 2017)"
"shreyas_91","https://yocket.in/profiles/shreyas_91","","GRE

304 


Quant: 155

Verbal: 149","TOEFL
107","UG Score
65%","Work Exp.
27 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=9","Undergrad:

Electronics and Communication Engineering from East West Institute Of Technology, Bengaluru","Computer Science (Fall 2016)"
"kou2296","https://yocket.in/profiles/kou2296","","GRE

309 


Quant: 163

Verbal: 146","TOEFL
90","UG Score
7.872CGPA","Work Exp.
2 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=3","Undergrad:

Information Technology from Easwari Engineering College, SRM Ramapuram Campus, Chennai, Chennai","Computer Science (Fall 2017)"
"rakeshbadgujar","https://yocket.in/profiles/rakeshbadgujar","","GRE

292 


Quant: 141

Verbal: 151","IELTS
6","UG Score
55%","Work Exp.
10 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=6","Undergrad:

Computer Science from MIT Academy Of Engineering, Alandi, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"chandracharan","https://yocket.in/profiles/chandracharan","","GRE

284 


Quant: 145

Verbal: 139","IELTS
5","UG Score
6CGPA","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=8","Undergrad:

Computer Science from SRM University (Kattankulathur Campus), Chennai","Interested in Computer Science / Information Technology (Fall 2016)"
"jayachandra","https://yocket.in/profiles/jayachandra","","GRE

appearing
4 Mar","TOEFL/IELTS
N.A.","UG Score
62.5%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=3","Undergrad:

Electronics and Communication Engineering from pvpsit, Vijayawada","Interested in Computer Science / Information Technology (Fall 2016)"
"itsmecyno","https://yocket.in/profiles/itsmecyno","","GRE

297 


Quant: 154

Verbal: 143","TOEFL
97","UG Score
6.16CGPA","Work Exp.
15 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=2","Undergrad:

Computer Science from GITAM University , Hyderabad","Computer Science (Fall 2017)"
"vkiran07","https://yocket.in/profiles/vkiran07","","GRE

293 


Quant: 154

Verbal: 139","IELTS
7.5","UG Score
6CGPA","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=9","Undergrad:

Computer Science from K L University, Guntur","Interested in Computer Science / Information Technology (Fall 2016)"
"jacksparrow","https://yocket.in/profiles/jacksparrow","","GRE

302 


Quant: 161

Verbal: 141","IELTS
7","UG Score
6.45CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=4","Undergrad:

Information Technology from svbit, Gandhinagar","Computer Science (Fall 2017)"
"sanjumrcool","https://yocket.in/profiles/sanjumrcool","","GRE

302 


Quant: 156

Verbal: 146","TOEFL
92","UG Score
63%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=9","Undergrad:

Electronics and Communication Engineering from DRK College Of Engineering And Technology, Hyderabad","Interested in Computer Science / Information Technology (Fall 2015)"
"Asish95","https://yocket.in/profiles/Asish95","","GRE

293 


Quant: 154

Verbal: 139","IELTS
6.5","UG Score
5.7CGPA","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=4","Undergrad:

Electronics and Communication Engineering from SRM University (Kattankulathur Campus), Chennai","Computer Science (Spring 2017)"
"Anve","https://yocket.in/profiles/Anve","","GRE

295 


Quant: 156

Verbal: 139","IELTS
6","UG Score
75%","Work Exp.
36 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=2","Undergrad:

Electronics and Communication Engineering from jntu college of engineering ,anantapur, Anantapur","Computer Science (Fall 2017)"
"rukmini","https://yocket.in/profiles/rukmini","","GRE

297 


Quant: 155

Verbal: 142","TOEFL
84","UG Score
72%","Work Exp.
NA","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=2","Undergrad:

Information Technology from Northwest Missouri state university, Columbia","Interested in Computer Science / Information Technology (Fall 2017)"
"navya21","https://yocket.in/profiles/navya21","","GRE

301 


Quant: 156

Verbal: 145","IELTS
6","UG Score
7.97CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=5","Undergrad:

Information Technology from v r siddhartha, Vijayawada","Computer Information Systems (Fall 2016)"
"leonardo","https://yocket.in/profiles/leonardo","","GRE

304 


Quant: 143

Verbal: 161","IELTS
6.5","UG Score
6.4CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=7","Undergrad:

Computer Science from Shivnadar University, Greater Noida","Interested in Computer Science / Information Technology (Fall 2016)"
"pk9999","https://yocket.in/profiles/pk9999","","GRE

295 


Quant: 150

Verbal: 145","TOEFL
91","UG Score
5.87CGPA","Work Exp.
NA","Tech Papers
International","","","Undergrad:

Computer Science from itm universe, Vadodara","Interested in Computer Science / Information Technology (Fall 2017)"
"poorna1993","https://yocket.in/profiles/poorna1993","","GRE

294 


Quant: 155

Verbal: 139","IELTS
6","UG Score
5.96CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=5","Undergrad:

Electronics and Communication Engineering from Amrita University, Bengaluru","Computer Science (Fall 2016)"
"apekshamaralikar","https://yocket.in/profiles/apekshamaralikar","","GRE

301 


Quant: 156

Verbal: 145","IELTS
6.5","UG Score
59%","Work Exp.
30 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/2252-texas-a-and-m-university-kingsville/2?page=8","Undergrad:

Electronics and Communication Engineering from Lokmanya Tilak College Of Engineering, Koparkhairane, Mumbai","Interested in Computer Science / Information Technology (Spring 2016)"
