profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"Legolas","https://yocket.in/profiles/Legolas","","GRE

328 


Quant: 168

Verbal: 160","TOEFL
112","UG Score
7.3CGPA","Work Exp.
62 months","Tech Papers
None","","","Undergrad:

Computer Science from jaypee institute of information technology, Noida","Interested in Computer Science / Information Technology (Fall 2017)"
"ojas0502","https://yocket.in/profiles/ojas0502","","GRE

325 


Quant: 170

Verbal: 155","TOEFL
104","UG Score
8.5CGPA","Work Exp.
6 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from IIT Indore, Indore","Computer Science (Fall 2016)"
"meghnanatraj","https://yocket.in/profiles/meghnanatraj","","GRE

322 


Quant: 170

Verbal: 152","TOEFL
112","UG Score
9.44CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from MS Ramaiah Institute Of Techniology, Bengaluru","Computer Science (Fall 2015)"
"prjakate","https://yocket.in/profiles/prjakate","","GRE

325 


Quant: 170

Verbal: 155","TOEFL
111","UG Score
9.5CGPA","Work Exp.
24 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","Computer Science (Fall 2016)"
"madhavkapoor","https://yocket.in/profiles/madhavkapoor","","GRE

331 


Quant: 170

Verbal: 161","TOEFL
110","UG Score
8.98CGPA","Work Exp.
31 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from Visvesvaraya National Institute of Technology, Nagpur (VNIT), Nagpur","Computer Science (Fall 2016)"
"krishnabhargava.stupidsid","https://yocket.in/profiles/krishnabhargava.stupidsid","","GRE

328 


Quant: 170

Verbal: 158","TOEFL
110","UG Score
83.43%","Work Exp.
10 months","Tech Papers","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from Sir M. Visvesvaraya Institute Of Technology (MVIT), Bengaluru","Computer Science (Fall 2013)"
"sarthakssl","https://yocket.in/profiles/sarthakssl","","GRE

327 


Quant: 164

Verbal: 163","TOEFL
111","UG Score
9.35CGPA","Work Exp.
NA","Tech Papers
Local","","","Undergrad:

Computer Science from Apex International Institute of Technology, Kota, Kurukshetra","Interested in Computer Science / Information Technology (Fall 2017)"
"Keshav Narayan","https://yocket.in/profiles/Keshav%20Narayan","","GRE

314 


Quant: 166

Verbal: 148","TOEFL
103","UG Score
8.97CGPA","Work Exp.
20 months","Tech Papers
International","","","Undergrad:

Computer Science from Amrita School of Engineering, Coimbatore","Interested in Computer Science / Information Technology (Fall 2017)"
"anurathi","https://yocket.in/profiles/anurathi","","GRE

318 


Quant: 162

Verbal: 156","TOEFL
107","UG Score
73.6%","Work Exp.
30 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=4","Undergrad:

Computer Science from DJ Sanghvi College Of Engineering, Vile Parle, Mumbai","Interested in Computer Science / Information Technology (Fall 2015)"
"arjun018","https://yocket.in/profiles/arjun018","","GRE

323 


Quant: 166

Verbal: 157","TOEFL
104","UG Score
7.93CGPA","Work Exp.
14 months","Tech Papers
International","","","Undergrad:

Computer Science from National Institute of Technology, Tiruchhirapallii (NIT-T), Tiruchhirapallii","Computer Science (Fall 2017)"
"Shraddha1704","https://yocket.in/profiles/Shraddha1704","","GRE

319 


Quant: 164

Verbal: 155","TOEFL
111","UG Score
76%","Work Exp.
20 months","Tech Papers
None","","","Undergrad:

Computer Science from Ramrao Adik Institute of Technology (RAIT), Nerul, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"R4GH4V","https://yocket.in/profiles/R4GH4V","","GRE

321 


Quant: 166

Verbal: 155","TOEFL
111","UG Score
70.3%","Work Exp.
32 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Information Technology from Maharaja Agrasen Institute of Technology , New Delhi","Interested in Computer Science / Information Technology (Fall 2017)"
"sid0094","https://yocket.in/profiles/sid0094","","GRE

313 


Quant: 163

Verbal: 150","TOEFL
110","UG Score
9.32CGPA","Work Exp.
36 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Computer Science from guru nanak dev university, Amritsar","Interested in Computer Science / Information Technology (Fall 2017)"
"hsvenkat1","https://yocket.in/profiles/hsvenkat1","","GRE

315 


Quant: 159

Verbal: 156","TOEFL
102","UG Score
82.12%","Work Exp.
39 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Computer Science from vidya vardhaka college of engineering, Mysuru","Computer Science (Fall 2016)"
"prashanthrajput","https://yocket.in/profiles/prashanthrajput","","GRE

323 


Quant: 166

Verbal: 157","TOEFL
115","UG Score
79.6%","Work Exp.
12 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from Sinhgad College Of Engineering, Vadgaon, Pune","Computer Science (Fall 2016)"
"swami.1992","https://yocket.in/profiles/swami.1992","","GRE

326 


Quant: 164

Verbal: 162","TOEFL
116","UG Score
8.8CGPA","Work Exp.
32 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Electronics and Communication Engineering from Government College of Technology, Coimbatore","Interested in Computer Science / Information Technology (Fall 2016)"
"abhi1985","https://yocket.in/profiles/abhi1985","","GRE

315 


Quant: 166

Verbal: 149","TOEFL
105","UG Score
9CGPA","Work Exp.
60 months","Tech Papers
International","","","Undergrad:

Electronics and Communication Engineering from IIT KHARAGPUR, Kharagpur","Interested in Computer Science / Information Technology (Fall 2017)"
"soco","https://yocket.in/profiles/soco","","GRE

321 


Quant: 168

Verbal: 153","TOEFL
102","UG Score
9.49CGPA","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Computer Science from Shah And Anchor Kutchhi Engineering College , Mumbai","Computer Science (Fall 2016)"
"Hit","https://yocket.in/profiles/Hit","","GRE

317 


Quant: 167

Verbal: 150","TOEFL
107","UG Score
68.97%","Work Exp.
79 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Computer Science from Vivekanand Education Society's Institute Of Technology (VESIT), Chembur, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"malhar1995","https://yocket.in/profiles/malhar1995","","GRE

325 


Quant: 170

Verbal: 155","TOEFL
115","UG Score
9.35CGPA","Work Exp.
3 months","Tech Papers
National","","","Undergrad:

BSc. Computer Science from IIT Hyderabad, Hyderabad","Interested in Computer Science / Information Technology (Fall 2017)"
"Ishani","https://yocket.in/profiles/Ishani","","GRE

329 


Quant: 167

Verbal: 162","TOEFL
111","UG Score
9.09CGPA","Work Exp.
24 months","Tech Papers
None","","","Undergrad:

Chemical Engineering from Indian Institute of Technology, Roorkee?(IIT-R), Roorkee","Interested in Computer Science / Information Technology (Fall 2017)"
"srivassumit","https://yocket.in/profiles/srivassumit","","GRE

328 


Quant: 170

Verbal: 158","TOEFL
113","UG Score
7.4CGPA","Work Exp.
43 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Computer Science from jaypee institute of information technology, Noida","Interested in Computer Science / Information Technology (Fall 2016)"
"jhavarp","https://yocket.in/profiles/jhavarp","","GRE

318 


Quant: 168

Verbal: 150","TOEFL
106","UG Score
91%","Work Exp.
15 months","Tech Papers
International","","","Undergrad:

Computer Science from Symbiosis Institute Of Technology PUNE, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"sasidharan","https://yocket.in/profiles/sasidharan","","GRE

317 


Quant: 159

Verbal: 158","TOEFL
111","UG Score
8.9CGPA","Work Exp.
24 months","Tech Papers
None","","","Undergrad:

Electrical and Electronics Engineering from Sri krishna college of Engineering and technology, Coimbatore","Interested in Computer Science / Information Technology (Fall 2017)"
"kartmuhil","https://yocket.in/profiles/kartmuhil","","GRE

314 


Quant: 167

Verbal: 147","TOEFL
99","UG Score
9.57CGPA","Work Exp.
30 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=4","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"prasoontelang","https://yocket.in/profiles/prasoontelang","","GRE

315 


Quant: 165

Verbal: 150","TOEFL
95","UG Score
8.65CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Information Technology from PES Institute Of Technology (PES University), Bengaluru","Interested in Computer Science / Information Technology (Fall 2016)"
"simarn","https://yocket.in/profiles/simarn","","GRE

325 


Quant: 170

Verbal: 155","TOEFL
111","UG Score
7.3CGPA","Work Exp.
40 months","Tech Papers
International","","","Undergrad:

Computer Science from Thapar University, Patiala","Interested in Computer Science / Information Technology (Fall 2017)"
"tushardadlani.stupidsid","https://yocket.in/profiles/tushardadlani.stupidsid","","GRE

314 


Quant: 164

Verbal: 150","TOEFL
108","UG Score
7.57CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from Manipal Institute of Technology (MIT), Manipal","Computer Science (Fall 2013)"
"gabdulla","https://yocket.in/profiles/gabdulla","","GRE

319 


Quant: 170

Verbal: 149","TOEFL
100","UG Score
9CGPA","Work Exp.
19 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Computer Science from SJCE, Mysore, Mysuru","Interested in Computer Science / Information Technology (Fall 2016)"
"shindvai","https://yocket.in/profiles/shindvai","","GRE

321 


Quant: 166

Verbal: 155","TOEFL
108","UG Score
8.31CGPA","Work Exp.
18 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from College Of Engineering Pune, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"goeltanmay","https://yocket.in/profiles/goeltanmay","","GRE

330 


Quant: 170

Verbal: 160","TOEFL
112","UG Score
7CGPA","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from IIIT, New Delhi","Interested in Computer Science / Information Technology (Fall 2016)"
"edorado","https://yocket.in/profiles/edorado","","GRE

319 


Quant: 164

Verbal: 155","TOEFL/IELTS
N.A.","UG Score
8.83CGPA","Work Exp.
22 months","Tech Papers
None","","","Undergrad:

Computer Science from Thapar University, Patiala","Interested in Computer Science / Information Technology (Fall 2017)"
"Ankit-Bhagat","https://yocket.in/profiles/Ankit-Bhagat","","GRE

317 


Quant: 166

Verbal: 151","TOEFL
104","UG Score
71.5%","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from Pune Institute Of Computer Technology, Dhakavdi, Pune","Computer Science (Fall 2016)"
"nknitin","https://yocket.in/profiles/nknitin","","GRE

325 


Quant: 164

Verbal: 161","TOEFL
117","UG Score
9.37CGPA","Work Exp.
17 months","Tech Papers
International","","","Undergrad:

Computer Science from Tezpur university, Tezpur","Interested in Computer Science / Information Technology (Fall 2017)"
"nightcrawler","https://yocket.in/profiles/nightcrawler","","GRE

320 


Quant: 164

Verbal: 156","TOEFL
110","UG Score
8.9CGPA","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Computer Science from The National Institute of Engineering, Mysooru, Mysuru","Interested in Computer Science / Information Technology (Fall 2016)"
"Saran21","https://yocket.in/profiles/Saran21","","GRE

327 


Quant: 165

Verbal: 162","TOEFL
107","UG Score
9.6CGPA","Work Exp.
55 months","Tech Papers
NA","","","Undergrad:

Electrical and Electronics Engineering from PSG College of Technology, Coimbatore","Interested in Computer Science / Information Technology (Fall 2017)"
"tusharag171","https://yocket.in/profiles/tusharag171","","GRE

320 


Quant: 166

Verbal: 154","TOEFL
108","UG Score
77.56%","Work Exp.
24 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Information Technology from Netaji Shubas Institute of Technology, New Delhi","Interested in Computer Science / Information Technology (Fall 2016)"
"srivathsa","https://yocket.in/profiles/srivathsa","","GRE

321 


Quant: 162

Verbal: 159","TOEFL
114","UG Score
8.33CGPA","Work Exp.
33 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Computer Science from Jerusalem College of Engineering, Narayanapuram, Pallikaranai, Velachery, Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"Etch","https://yocket.in/profiles/Etch","","GRE

335 


Quant: 169

Verbal: 166","TOEFL
107","UG Score
85%","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Electronics and Communication Engineering from Faculty of Engineering, Ain Shams University, Heliopolis","Interested in Computer Science / Information Technology (Fall 2016)"
"srinivasravala","https://yocket.in/profiles/srinivasravala","","GRE

322 


Quant: 163

Verbal: 159","TOEFL
114","UG Score
8.93CGPA","Work Exp.
NA","Tech Papers
None","","","Undergrad:

Computer Science from Vellore Institute of Technology (VIT University), Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"monideep","https://yocket.in/profiles/monideep","","GRE

317 


Quant: 161

Verbal: 156","TOEFL
113","UG Score
73%","Work Exp.
48 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from University of Mumbai, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"Suvodeep1990","https://yocket.in/profiles/Suvodeep1990","","GRE

316 


Quant: 166

Verbal: 150","TOEFL
107","UG Score
8.21CGPA","Work Exp.
40 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Computer Science from Heritage institute of technology, Kolkata","Interested in Computer Science / Information Technology (Fall 2017)"
"KaranSaxena","https://yocket.in/profiles/KaranSaxena","","GRE

324 


Quant: 167

Verbal: 157","TOEFL
112","UG Score
73%","Work Exp.
NA","Tech Papers
None","","","Undergrad:

Computer Science from Sir M Visvesvaraya Institute of Technology , Bengaluru","Interested in Computer Science / Information Technology (Fall 2017)"
"shahriken007","https://yocket.in/profiles/shahriken007","","GRE

329 


Quant: 170

Verbal: 159","TOEFL
114","UG Score
8.09CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from Alagappa College of Technology (ACT), Anna University Campus, Guindy, Chennai","Interested in Computer Science / Information Technology (Fall 2016)"
"siddharthachandra.stupidsid","https://yocket.in/profiles/siddharthachandra.stupidsid","","GRE

325 


Quant: 165

Verbal: 160","TOEFL
114","UG Score
61%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Electrical and Electronics Engineering from Sardar Patel College Of Engineering, (SPCE), Andheri, Mumbai","Computer Science (Fall 2013)"
"Raveena","https://yocket.in/profiles/Raveena","","GRE

309 


Quant: 159

Verbal: 150","TOEFL
114","UG Score
9.14CGPA","Work Exp.
34 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Computer Science from NMAM Institute of Technology, Nitte, Kaarkala","Interested in Computer Science / Information Technology (Fall 2016)"
"sachinsp89","https://yocket.in/profiles/sachinsp89","","GRE

316 


Quant: 164

Verbal: 152","TOEFL
104","UG Score
83%","Work Exp.
60 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Electronics and Communication Engineering from Sir M. Visvesvaraya Institute Of Technology (MVIT), Bengaluru","Interested in Computer Science / Information Technology (Fall 2016)"
"prbehera","https://yocket.in/profiles/prbehera","","GRE

331 


Quant: 161

Verbal: 170","TOEFL
115","UG Score
8.87CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

NA","Computer Engineering (Fall 2015)"
"abrahmbh","https://yocket.in/profiles/abrahmbh","","GRE

329 


Quant: 169

Verbal: 160","TOEFL
113","UG Score
8.39CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"paragagrawal.stupidsid","https://yocket.in/profiles/paragagrawal.stupidsid","","GRE

326 


Quant: 169

Verbal: 157","TOEFL
106","UG Score
9.5CGPA","Work Exp.
20 months","Tech Papers","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Computer Science from Indian Institute of Technology, Guwahati (IIT-G), Guwahati","Computer Science (Fall 2013)"
"apsdehal","https://yocket.in/profiles/apsdehal","","GRE

324 


Quant: 165

Verbal: 159","TOEFL
105","UG Score
7.5CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Electrical and Electronics Engineering from Indian Institute of Technology, Roorkee?(IIT-R), Roorkee","Computer Science (Fall 2016)"
"MansiG","https://yocket.in/profiles/MansiG","","GRE

331 


Quant: 170

Verbal: 161","TOEFL
112","UG Score
8.34CGPA","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=2","Undergrad:

Computer Science from Institute Of Technology, Nirma University, Ahmedabad","Interested in Computer Science / Information Technology (Fall 2017)"
"aritra7791","https://yocket.in/profiles/aritra7791","","GRE

325 


Quant: 170

Verbal: 155","TOEFL
112","UG Score
8.51CGPA","Work Exp.
30 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/281-university-of-california-berkeley/3?page=3","Undergrad:

Electronics and Communication Engineering from Indian Institute of Space Science and Technology, Thiruvananthapuram","Interested in Computer Science / Information Technology (Fall 2016)"
