profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"raaaj131093","https://yocket.in/profiles/raaaj131093","","GRE

300 


Quant: 156

Verbal: 144","TOEFL
84","UG Score
57%","Work Exp.
10 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Computer Science from JSS Academy Of Technical Education, Bengaluru","Computer Science (Fall 2016)"
"aravindadithya","https://yocket.in/profiles/aravindadithya","","GRE

313 


Quant: 163

Verbal: 150","TOEFL
113","UG Score
6CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from Sri Venkateshwara College Of Engineering (SVCE), Chennai","Interested in Computer Science / Information Technology (Fall 2016)"
"krish207","https://yocket.in/profiles/krish207","","GRE

308 


Quant: 158

Verbal: 150","TOEFL
106","UG Score
58%","Work Exp.
19 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Electronics and Communication Engineering from k C College of engineering, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"ashu123","https://yocket.in/profiles/ashu123","","GRE

296 


Quant: 156

Verbal: 140","TOEFL
83","UG Score
7.11CGPA","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Information Technology from Shah and Anchor kutchhi college of engineering, Mumbai, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"nish24","https://yocket.in/profiles/nish24","","GRE

309 


Quant: 161

Verbal: 148","TOEFL
94","UG Score
57%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Information Technology from Shah and Anchor kutchhi college of engineering, Mumbai, Mumbai","Computer Science (Fall 2016)"
"chinmaysingh","https://yocket.in/profiles/chinmaysingh","","GRE

303 


Quant: 155

Verbal: 148","TOEFL
94","UG Score
7.33CGPA","Work Exp.
15 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Computer Science from Institute Of Technical Education and Research , Bhubaneswar*, Bhubaneswar","Interested in Computer Science / Information Technology (Fall 2016)"
"niisyth","https://yocket.in/profiles/niisyth","","GRE

315 


Quant: 158

Verbal: 157","TOEFL
110","UG Score
6CGPA","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=6","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"patelprakash8411","https://yocket.in/profiles/patelprakash8411","","GRE

309 


Quant: 164

Verbal: 145","TOEFL
82","UG Score
65%","Work Exp.
16 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Computer Science from KJ Somaiya College Of Engineering, Vidyavihar, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"Swaps","https://yocket.in/profiles/Swaps","","GRE

306 


Quant: 154

Verbal: 152","TOEFL
102","UG Score
78.25%","Work Exp.
31 months","Tech Papers
National","","","Undergrad:

Computer Science from Chameli Devi Group of Institutions, Indore","Interested in Computer Science / Information Technology (Fall 2017)"
"budhechiranjiv","https://yocket.in/profiles/budhechiranjiv","","GRE

300 


Quant: 152

Verbal: 148","TOEFL
94","UG Score
69.99%","Work Exp.
18 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Information Technology from Sushila Devi Bansal College of Technology, Indore","Software Engineering (Fall 2016)"
"vinzee","https://yocket.in/profiles/vinzee","","GRE

310 


Quant: 159

Verbal: 151","TOEFL/IELTS
N.A.","UG Score
61%","Work Exp.
23 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Information Technology from Marathwada Mitra Mandal's College Of Engineering (MMCOE), Pune","Computer Science (Fall 2016)"
"pratyush08","https://yocket.in/profiles/pratyush08","","GRE

289 


Quant: 148

Verbal: 141","TOEFL
77","UG Score
7.5CGPA","Work Exp.
35 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from Rajasthan Technical University, Kota","Interested in Computer Science / Information Technology (Fall 2018)"
"kalpanabwagh","https://yocket.in/profiles/kalpanabwagh","","GRE

290 


Quant: 147

Verbal: 143","TOEFL
83","UG Score
57%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Computer Science from Pune University, Pune","Computer Science (Fall 2016)"
"disha17","https://yocket.in/profiles/disha17","","GRE

299 


Quant: 157

Verbal: 142","IELTS
6.5","UG Score
8.64CGPA","Work Exp.
1 month","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Computer Science from Charotar University Of Science And Technology , Anand","Interested in Computer Science / Information Technology (Fall 2016)"
"pavan-gudur","https://yocket.in/profiles/pavan-gudur","","GRE

290 


Quant: 152

Verbal: 138","TOEFL
79","UG Score
66%","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from MS Engineering College, Bengaluru","Interested in Computer Science / Information Technology (Fall 2015)"
"swapnilharpale","https://yocket.in/profiles/swapnilharpale","","GRE

298 


Quant: 154

Verbal: 144","TOEFL
85","UG Score
56.29%","Work Exp.
26 months","Tech Papers
None","","","Undergrad:

Computer Science from Univeristy of Pune, Pune","Computer Science (Fall 2017)"
"pravin","https://yocket.in/profiles/pravin","","GRE

308 


Quant: 160

Verbal: 148","TOEFL
83","UG Score
53%","Work Exp.
6 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from Dr D Y Patil College of Engineering Akurdi, Pune","Computer Science (Fall 2016)"
"vutsal","https://yocket.in/profiles/vutsal","","GRE

309 


Quant: 159

Verbal: 150","TOEFL
100","UG Score
54%","Work Exp.
50 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from VALIA INSTITUTE OF TECHNOLOGY, Bharuch","Computer Science (Fall 2016)"
"vijju123","https://yocket.in/profiles/vijju123","","GRE

299 


Quant: 161

Verbal: 138","IELTS
6","UG Score
86.3%","Work Exp.
12 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Information Technology from Girdhar Siksha Evam Samaj Kalyan Samiti Group of Inst., Mandideep","Computer Science (Fall 2017)"
"vam","https://yocket.in/profiles/vam","","GRE

308 


Quant: 168

Verbal: 140","IELTS
7","UG Score
8.6CGPA","Work Exp.
NA","Tech Papers
None","","","Undergrad:

Electrical and Electronics Engineering from Chaitanya Bharati Institute of Technology, Hyderabad","Interested in Computer Science / Information Technology (Fall 2017)"
"nshashank92","https://yocket.in/profiles/nshashank92","","GRE

307 


Quant: 156

Verbal: 151","TOEFL
83","UG Score
66.2%","Work Exp.
1 month","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Computer Science from Medicap Institute of Technology & Management, Indore","Interested in Computer Science / Information Technology (Fall 2016)"
"Ruchii","https://yocket.in/profiles/Ruchii","","GRE

288 


Quant: 147

Verbal: 141","TOEFL
89","UG Score
6.71CGPA","Work Exp.
4 months","Tech Papers
None","","","Undergrad:

Computer Science from Dharmsinh Desai University, Nadiad","Software Engineering (Fall 2017)"
"blue4life","https://yocket.in/profiles/blue4life","","GRE

312 


Quant: 163

Verbal: 149","TOEFL
109","UG Score
6.4CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Computer Science from Bharati Vidyapeeth College of Engineering, Navi Mumbai","Computer Science (Fall 2016)"
"swapnilyocket","https://yocket.in/profiles/swapnilyocket","","GRE

303 


Quant: 158

Verbal: 145","TOEFL
86","UG Score
54%","Work Exp.
NA","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from Dr D Y Patil Institutes Of Technology,pimpri,pune, Pune","Computer Science (Fall 2016)"
"davebrijesh7","https://yocket.in/profiles/davebrijesh7","","GRE

293 


Quant: 156

Verbal: 137","TOEFL
81","UG Score
8.37CGPA","Work Exp.
4 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Electronics and Communication Engineering from Government Engineering College, Bhavnagar, Bhavnagar","Interested in Electrical / Electronics / Telecomm (Fall 2017)"
"sheena.shah19","https://yocket.in/profiles/sheena.shah19","","GRE

295 


Quant: 156

Verbal: 139","TOEFL
83","UG Score
7.73CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Computer Science from Babaria Institute Of Technology, Vadodara","Computer Science (Fall 2016)"
"vishal3078","https://yocket.in/profiles/vishal3078","","GRE

291 


Quant: 152

Verbal: 139","IELTS
6","UG Score
66%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from JNTU College of Engineering, Hyderabad","Interested in Computer Science / Information Technology (Spring 2016)"
"kakarot","https://yocket.in/profiles/kakarot","","GRE

298 


Quant: 153

Verbal: 145","TOEFL
87","UG Score
7.02CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Computer Science from Gujarat Technological University, Ahmedabad","Interested in Computer Science / Information Technology (Fall 2016)"
"Pik","https://yocket.in/profiles/Pik","","GRE

303 


Quant: 157

Verbal: 146","TOEFL
100","UG Score
7.3CGPA","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from guru nanak dev university, Amritsar","Interested in Computer Science / Information Technology (Fall 2017)"
"Shreemay","https://yocket.in/profiles/Shreemay","","GRE

312 


Quant: 165

Verbal: 147","TOEFL
98","UG Score
55%","Work Exp.
18 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Information Technology from PVG College Of Engineering And Technology, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"rishi.nandedkar93","https://yocket.in/profiles/rishi.nandedkar93","","GRE

304 


Quant: 156

Verbal: 148","TOEFL
100","UG Score
63%","Work Exp.
NA","Tech Papers
National","","","Undergrad:

Computer Science from Rajiv Gandhi College of Engineering and Technology, Nagpur","Information Systems (Fall 2017)"
"riyashah","https://yocket.in/profiles/riyashah","","GRE

290 


Quant: 150

Verbal: 140","TOEFL
85","UG Score
56.4%","Work Exp.
4 months","Tech Papers
International","","","Undergrad:

Computer Science from Sinhgad Institute Of Technology And Science, Narhe, Pune","Computer Science (Fall 2017)"
"sragsree","https://yocket.in/profiles/sragsree","","GRE

300 


Quant: 158

Verbal: 142","TOEFL
91","UG Score
7.61CGPA","Work Exp.
15 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Electronics and Communication Engineering from College of Engineering Trivandrum, Thiruvananthapuram, Thiruvananthapuram","Computer Science (Fall 2016)"
"sagaroza","https://yocket.in/profiles/sagaroza","","GRE

298 


Quant: 158

Verbal: 140","TOEFL
85","UG Score
56.46%","Work Exp.
18 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Information Technology from St. Francis Institute Of Technology (SFIT), Borivali, Mumbai","Information Systems (Fall 2016)"
"bhumit","https://yocket.in/profiles/bhumit","","GRE

297 


Quant: 155

Verbal: 142","TOEFL
85","UG Score
7.59CGPA","Work Exp.
11 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Computer Science from Gujarat Technological University, Ahmedabad","Computer Science (Fall 2016)"
"ann1612","https://yocket.in/profiles/ann1612","","GRE

296 


Quant: 148

Verbal: 148","TOEFL
86","UG Score
71%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Computer Science from Rajiv Gandhi Institute Of Technology, Bengaluru","Interested in Computer Science / Information Technology (Fall 2016)"
"rohanshiroor","https://yocket.in/profiles/rohanshiroor","","GRE

305 


Quant: 154

Verbal: 151","TOEFL
105","UG Score
64.63%","Work Exp.
12 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Computer Science from Maeer's MIT College Of Engineering, Kothrud, Pune","Software Engineering (Fall 2016)"
"karan1993","https://yocket.in/profiles/karan1993","","GRE

298 


Quant: 154

Verbal: 144","TOEFL
97","UG Score
7CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Information Technology from Universal College Of Engineering ,kaman road,vasai, Vasai","Interested in Computer Science / Information Technology (Fall 2016)"
"mshashank31","https://yocket.in/profiles/mshashank31","","GRE

305 


Quant: 161

Verbal: 144","TOEFL
103","UG Score
6.36CGPA","Work Exp.
12 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from SRM University (Kattankulathur Campus), Chennai","Computer Science (Fall 2017)"
"Anmolukhare","https://yocket.in/profiles/Anmolukhare","","GRE

309 


Quant: 162

Verbal: 147","TOEFL
88","UG Score
58%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Computer Science from Pimpri Chinchwad College Of Engineering, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"Manish924","https://yocket.in/profiles/Manish924","","GRE

306 


Quant: 156

Verbal: 150","TOEFL
95","UG Score
54%","Work Exp.
26 months","Tech Papers
None","","","Undergrad:

Computer Science from Pillai's Institute Of Information Technology (PIIT), New Panvel, Mumbai","Computer & Information Science (Fall 2017)"
"aniya.pandey","https://yocket.in/profiles/aniya.pandey","","GRE

300 


Quant: 157

Verbal: 143","TOEFL
88","UG Score
7.74CGPA","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Computer Science from Technocrat Institute of Technology, Bhopal","Computing Security (Fall 2016)"
"Rohanmeher","https://yocket.in/profiles/Rohanmeher","","GRE

300 


Quant: 157

Verbal: 143","TOEFL
83","UG Score
6.43CGPA","Work Exp.
5 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from Atharva College Of Engineering, Malad, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"leonardo","https://yocket.in/profiles/leonardo","","GRE

304 


Quant: 143

Verbal: 161","IELTS
6.5","UG Score
6.4CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from Shivnadar University, Greater Noida","Interested in Computer Science / Information Technology (Fall 2016)"
"gokulkarthik","https://yocket.in/profiles/gokulkarthik","","GRE

309 


Quant: 162

Verbal: 147","TOEFL
98","UG Score
7.1CGPA","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Electronics and Communication Engineering from SRM University (Kattankulathur Campus), Chennai","Computer Science (Fall 2016)"
"anurag09","https://yocket.in/profiles/anurag09","","GRE

300 


Quant: 158

Verbal: 142","TOEFL
80","UG Score
60%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from TCET, Mumbai","Computer Science (Fall 2016)"
"anindith reddy","https://yocket.in/profiles/anindith%20reddy","","GRE

303 


Quant: 156

Verbal: 147","IELTS
7","UG Score
62%","Work Exp.
2 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from Vignan Institute Of Technology And Science, Nalgonda","Interested in Computer Science / Information Technology (Fall 2017)"
"kv77","https://yocket.in/profiles/kv77","","GRE

309 


Quant: 161

Verbal: 148","IELTS
7.5","UG Score
5.36CGPA","Work Exp.
15 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from Sardar Vallabbhai National Institute of Technology, Surat (SVNIT, Surat), Surat","Computer Science (Fall 2016)"
"sanguinesenthil","https://yocket.in/profiles/sanguinesenthil","","GRE

304 


Quant: 155

Verbal: 149","TOEFL
80","UG Score
7.66CGPA","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from Institute of Road and Transport Technology , Erode","Interested in Computer Science / Information Technology (Fall 2017)"
"Strato","https://yocket.in/profiles/Strato","","GRE

303 


Quant: 152

Verbal: 151","IELTS
7.5","UG Score
7.13CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from Bahra university, Solan","Interested in Computer Science / Information Technology (Fall 2017)"
"vatsal345","https://yocket.in/profiles/vatsal345","","GRE

296 


Quant: 153

Verbal: 143","IELTS
7","UG Score
6.75CGPA","Work Exp.
1 month","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=3","Undergrad:

Information Technology from svbit, Gandhinagar","Computer Science (Fall 2016)"
"hkbhatia29","https://yocket.in/profiles/hkbhatia29","","GRE

305 


Quant: 160

Verbal: 145","TOEFL
96","UG Score
8.69CGPA","Work Exp.
24 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=2","Undergrad:

Computer Science from Sardar Patel Institute Of Technology (SPIT), Andheri, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"lederp","https://yocket.in/profiles/lederp","","GRE

315 


Quant: 164

Verbal: 151","TOEFL
114","UG Score
6.52CGPA","Work Exp.
2 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=5","Undergrad:

Computer Science from Dharmsinh Desai University, Nadiad","Interested in Computer Science / Information Technology (Fall 2016)"
"Aatish","https://yocket.in/profiles/Aatish","","GRE

303 


Quant: 160

Verbal: 143","TOEFL
97","UG Score
60%","Work Exp.
NA","Tech Papers
National","","","Undergrad:

Information Technology from Sinhgad Institute Of Technology, lonavala, Lonavla","Information Assurance (Fall 2017)"
"rajeevkumar1989","https://yocket.in/profiles/rajeevkumar1989","","GRE

298 


Quant: 154

Verbal: 144","TOEFL
87","UG Score
66%","Work Exp.
48 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/1860-california-state-university-fullerton/3?page=4","Undergrad:

Computer Science from Vemana Institute Of Technology, Bengaluru","Computer Science (Fall 2016)"
