profile,profile-href,Name,GRE,TOEFL,UG_Score,work_exp,paper,nexpage,nexpage-href,background,year
"aptekade","https://yocket.in/profiles/aptekade","","GRE

304 


Quant: 157

Verbal: 147","TOEFL
87","UG Score
8.2CGPA","Work Exp.
32 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"keyrunad","https://yocket.in/profiles/keyrunad","","GRE

312 


Quant: 159

Verbal: 153","IELTS
7","UG Score
9.225CGPA","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from Pokhara University, Pokhara","Interested in Computer Science / Information Technology (Fall 2017)"
"Anup Dasari","https://yocket.in/profiles/Anup%20Dasari","","GRE

310 


Quant: 164

Verbal: 146","TOEFL
97","UG Score
7.77CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Electrical and Electronics Engineering from National Institute of Technology Warangal, Warangal","Interested in Computer Science / Information Technology (Fall 2017)"
"dhakegaurang","https://yocket.in/profiles/dhakegaurang","","GRE

299 


Quant: 158

Verbal: 141","TOEFL
80","UG Score
59.57%","Work Exp.
29 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Information Technology from Vidyalankar Institute Of Technology (VIT), Wadala, Mumbai","Computer Science (Fall 2017)"
"chaitu23","https://yocket.in/profiles/chaitu23","","GRE

310 


Quant: 164

Verbal: 146","TOEFL
94","UG Score
7CGPA","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Instrumentation Engineering from SASTRA University , Thanjavur","Interested in Computer Science / Information Technology (Spring 2017)"
"sneha sarkar","https://yocket.in/profiles/sneha%20sarkar","","GRE

300 


Quant: 155

Verbal: 145","TOEFL
91","UG Score
8.08CGPA","Work Exp.
26 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from Sir Padampat Singhania University, Udaipur","Computer Science (Fall 2017)"
"Sunny-Shah","https://yocket.in/profiles/Sunny-Shah","","GRE

307 


Quant: 159

Verbal: 148","TOEFL
94","UG Score
7.16CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=13","Undergrad:

Computer Science from Gujarat Technological University, Ahmedabad","Interested in Computer Science / Information Technology (Fall 2016)"
"rash.sinha22","https://yocket.in/profiles/rash.sinha22","","GRE

314 


Quant: 158

Verbal: 156","TOEFL
107","UG Score
72.2%","Work Exp.
4 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Computer Science from Vasavi College of Engineering, Hyderabad","Computer Science (Fall 2016)"
"cdhanu8538atgmail.com","https://yocket.in/profiles/cdhanu8538atgmail.com","","GRE

300 


Quant: 159

Verbal: 141","TOEFL
89","UG Score
66.33%","Work Exp.
29 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Information Technology from Datta Meghe College Of Engineering, Airoli, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"saideepreddy.stupidsid","https://yocket.in/profiles/saideepreddy.stupidsid","","GRE

307 


Quant: 162

Verbal: 145","TOEFL
89","UG Score
70.6%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Electronics and Communication Engineering from CVR College Of Engineering, Hyderabad","Computer Science (Fall 2014)"
"Rohan2705","https://yocket.in/profiles/Rohan2705","","GRE

304 


Quant: 157

Verbal: 147","TOEFL
95","UG Score
6.18CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Information Technology from K J Somaiya , Mumbai","Computer Science (Fall 2017)"
"Raj27","https://yocket.in/profiles/Raj27","","GRE

301 


Quant: 159

Verbal: 142","TOEFL
95","UG Score
77.7%","Work Exp.
6 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from Sreenidhi Institute Of Science And Technology, Hyderabad","Interested in Computer Science / Information Technology (Fall 2017)"
"geetika7","https://yocket.in/profiles/geetika7","","GRE

307 


Quant: 162

Verbal: 145","IELTS
7","UG Score
74%","Work Exp.
24 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Computer Science from JNTUK, Kakinada","Computer Science (Fall 2016)"
"ashukharayat","https://yocket.in/profiles/ashukharayat","","GRE

309 


Quant: 160

Verbal: 149","TOEFL
90","UG Score
65%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Computer Science from Jaypee University of Information Technology, Solan","Interested in Computer Science / Information Technology (Fall 2016)"
"piyu0809","https://yocket.in/profiles/piyu0809","","GRE

307 


Quant: 157

Verbal: 150","TOEFL/IELTS
N.A.","UG Score
55.3%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Computer Science from MKSSS's Cummins College Of Engineering For Women, Karvenagar, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"aravind93","https://yocket.in/profiles/aravind93","","GRE

297 


Quant: 157

Verbal: 140","IELTS
6.5","UG Score
7.08CGPA","Work Exp.
31 months","Tech Papers
None","","","Undergrad:

Electronics and Communication Engineering from Anand Institute of Higher Technology, Chennai","Interested in Computer Science / Information Technology (Fall 2017)"
"achhabbi","https://yocket.in/profiles/achhabbi","","GRE

308 


Quant: 160

Verbal: 148","TOEFL
100","UG Score
56%","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Computer Science from BRACT's Vishwakarma Institute Of Information Technology (VIIT), Kondhwa, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"DJJ","https://yocket.in/profiles/DJJ","","GRE

300 


Quant: 160

Verbal: 140","IELTS
7","UG Score
7CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from G. H. Raisoni College of Engineering , Pune","Computer Science (Fall 2016)"
"tas.403","https://yocket.in/profiles/tas.403","","GRE

312 


Quant: 158

Verbal: 154","TOEFL
112","UG Score
69%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from Atharva College Of Engineering, Malad, Mumbai","Computer Science (Fall 2016)"
"ajinkya14","https://yocket.in/profiles/ajinkya14","","GRE

307 


Quant: 162

Verbal: 145","TOEFL
90","UG Score
56%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Computer Science from Maharashtra Institute Of Technology (MIT), Kothrud, Pune","Computer Science (Fall 2017)"
"AKAUSHIK","https://yocket.in/profiles/AKAUSHIK","","GRE

310 


Quant: 161

Verbal: 149","TOEFL
97","UG Score
6.97CGPA","Work Exp.
54 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Information Technology from West Bengal University of Technology, Kolkata","Computer Science (Spring 2017)"
"pravin","https://yocket.in/profiles/pravin","","GRE

308 


Quant: 160

Verbal: 148","TOEFL
83","UG Score
53%","Work Exp.
6 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from Dr D Y Patil College of Engineering Akurdi, Pune","Computer Science (Fall 2016)"
"akshah09","https://yocket.in/profiles/akshah09","","GRE

306 


Quant: 166

Verbal: 140","TOEFL
97","UG Score
6.9CGPA","Work Exp.
6 months","Tech Papers
International","","","Undergrad:

Information Technology from St.Francis Institute of Technology, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"greatfall16","https://yocket.in/profiles/greatfall16","","GRE

303 


Quant: 160

Verbal: 143","TOEFL
88","UG Score
59%","Work Exp.
1 month","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Information Technology from Mumbai University, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"miteshgandhi","https://yocket.in/profiles/miteshgandhi","","GRE

304 


Quant: 156

Verbal: 148","TOEFL
83","UG Score
63.42%","Work Exp.
19 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from Shah and Anchor kutchhi college of engineering, Mumbai, Mumbai","Interested in Computer Science / Information Technology (Fall 2016)"
"naveenpenki","https://yocket.in/profiles/naveenpenki","","GRE

305 


Quant: 160

Verbal: 145","IELTS
6.5","UG Score
9.03CGPA","Work Exp.
13 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from GITAM University , Visakhapatnam","Computer Science (Spring 2017)"
"Rashu610","https://yocket.in/profiles/Rashu610","","GRE

307 


Quant: 163

Verbal: 144","IELTS
7.5","UG Score
74.5%","Work Exp.
2 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Electronics and Communication Engineering from Cvsr College Of Engineering, Hyderabad","Interested in Computer Science / Information Technology (Fall 2017)"
"siddakid007","https://yocket.in/profiles/siddakid007","","GRE

316 


Quant: 163

Verbal: 153","TOEFL
103","UG Score
62.84%","Work Exp.
9 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=10","Undergrad:

Information Technology from Fr. Conceicao Rodrigues College Of Engineering, Bandra, Mumbai","Computer Science (Spring 2017)"
"cb","https://yocket.in/profiles/cb","","GRE

300 


Quant: 160

Verbal: 140","TOEFL
91","UG Score
55%","Work Exp.
68 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from All India Shri Shivaji Memorial Society's (AISSMS) College Of Engineering, Pune","Computer Science (Fall 2017)"
"Pritam1790","https://yocket.in/profiles/Pritam1790","","GRE

317 


Quant: 164

Verbal: 153","TOEFL/IELTS
N.A.","UG Score
72%","Work Exp.
27 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from united college of engineering and research , Allahabad","Interested in Computer Science / Information Technology (Fall 2017)"
"prathish","https://yocket.in/profiles/prathish","","GRE

309 


Quant: 165

Verbal: 144","TOEFL
86","UG Score
89%","Work Exp.
30 months","Tech Papers
Local","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

NA","Computer Science (Fall 2014)"
"champ123","https://yocket.in/profiles/champ123","","GRE

314 


Quant: 166

Verbal: 148","TOEFL
110","UG Score
8.25CGPA","Work Exp.
8 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=7","Undergrad:

Computer Science from Savitribai Phule Pune University, Pune","Software Engineering (Fall 2017)"
"raji2712","https://yocket.in/profiles/raji2712","","GRE

303 


Quant: 155

Verbal: 148","TOEFL
96","UG Score
7.2CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Information Technology from Sathyabama University, Chennai","Computer Engineering (Fall 2016)"
"mithun_d","https://yocket.in/profiles/mithun_d","","GRE

301 


Quant: 156

Verbal: 145","TOEFL
90","UG Score
8CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=11","Undergrad:

Computer Science from Government College of Engineering, Aurangabad, Aurangabad","Interested in Computer Science / Information Technology (Fall 2016)"
"swapnilbhoite","https://yocket.in/profiles/swapnilbhoite","","GRE

311 


Quant: 161

Verbal: 150","TOEFL
95","UG Score
54.52%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from Maharashtra Institute Of Technology (MIT), Kothrud, Pune","Interested in Computer Science / Information Technology (Fall 2016)"
"pratikshinde171193","https://yocket.in/profiles/pratikshinde171193","","GRE

314 


Quant: 157

Verbal: 157","TOEFL
106","UG Score
59%","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

NA","Computer Engineering (Fall 2015)"
"ritesh.rv","https://yocket.in/profiles/ritesh.rv","","GRE

312 


Quant: 165

Verbal: 147","TOEFL
102","UG Score
6.84CGPA","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Information Technology from National Institute of Technology, Raipur (NITRR), Raipur","Interested in Computer Science / Information Technology (Fall 2015)"
"asdfghjklmnbvcxzz","https://yocket.in/profiles/asdfghjklmnbvcxzz","","GRE

305 


Quant: 159

Verbal: 146","TOEFL
85","UG Score
64%","Work Exp.
1 month","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Computer Science from Jaypee University of Information Technology, Solan","Interested in Computer Science / Information Technology (Fall 2017)"
"anuragshahi","https://yocket.in/profiles/anuragshahi","","GRE

302 


Quant: 159

Verbal: 143","TOEFL
93","UG Score
9.45CGPA","Work Exp.
40 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Information Technology from SRM University (Kattankulathur Campus), Chennai","Computer Science (Fall 2017)"
"simtron","https://yocket.in/profiles/simtron","","GRE

310 


Quant: 160

Verbal: 150","TOEFL
105","UG Score
7.01CGPA","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Mechanical Engineering from Birla Institute of Technology & Science (BITS Pilani), Pilani","Interested in Computer Science / Information Technology (Fall 2017)"
"shiva89","https://yocket.in/profiles/shiva89","","GRE

300 


Quant: 158

Verbal: 142","TOEFL
97","UG Score
59.12%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from MGM's College Of Engineering And Technology, Kamothe, Mumbai","Interested in Computer Science / Information Technology (Fall 2015)"
"vivekl","https://yocket.in/profiles/vivekl","","GRE

315 


Quant: 166

Verbal: 149","TOEFL/IELTS
N.A.","UG Score
6.9CGPA","Work Exp.
1 month","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=9","Undergrad:

Computer Science from Valliammai Engineering College, Chennai","Software Engineering (Spring 2016)"
"wavgav","https://yocket.in/profiles/wavgav","","GRE

304 


Quant: 160

Verbal: 144","TOEFL
85","UG Score
63%","Work Exp.
29 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from Sinhgad College Of Engineering, Vadgaon, Pune","Computer Science (Fall 2016)"
"chinmay22","https://yocket.in/profiles/chinmay22","","GRE

297 


Quant: 156

Verbal: 141","TOEFL
85","UG Score
56.37%","Work Exp.
10 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=16","Undergrad:

Computer Science from Vidyavardhini's College Of Engineering And Technology, Vasai, Mumbai","Interested in Computer Science / Information Technology (Fall 2015)"
"tejaswisinghchauhan","https://yocket.in/profiles/tejaswisinghchauhan","","GRE

303 


Quant: 155

Verbal: 148","TOEFL
94","UG Score
70.8%","Work Exp.
6 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Computer Science from guru gobind singh indraprastha university, New Delhi","Interested in Computer Science / Information Technology (Fall 2016)"
"akash5757","https://yocket.in/profiles/akash5757","","GRE

301 


Quant: 153

Verbal: 148","IELTS
7.5","UG Score
61%","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

NA","Interested in Computer Science / Information Technology (Fall 2015)"
"harshitha1308","https://yocket.in/profiles/harshitha1308","","GRE

292 


Quant: 158

Verbal: 134","TOEFL/IELTS
N.A.","UG Score
65%","Work Exp.
30 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Electronics and Communication Engineering from VNR Vignana Jyothi Institute Of Engg. And Technology, Hyderabad","Information Security (Fall 2016)"
"D006","https://yocket.in/profiles/D006","","GRE

319 


Quant: 165

Verbal: 154","TOEFL
105","UG Score
7.6CGPA","Work Exp.
NA","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Computer Science from University of Mumbai, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"ashishverma","https://yocket.in/profiles/ashishverma","","GRE

295 


Quant: 150

Verbal: 145","TOEFL
92","UG Score
73%","Work Exp.
10 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Electronics and Communication Engineering from Shri Vaishnav Institute of Technology & Science, Indore","Computer Science (Fall 2017)"
"vishalkole","https://yocket.in/profiles/vishalkole","","GRE

305 


Quant: 159

Verbal: 146","TOEFL
105","UG Score
63.5%","Work Exp.
20 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from DKTES, Ichalkaranji","Interested in Computer Science / Information Technology (Fall 2016)"
"justmalhar","https://yocket.in/profiles/justmalhar","","GRE

306 


Quant: 155

Verbal: 151","TOEFL
108","UG Score
7.78CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Computer Science from Yeshwantrao Chavan College of Engineering, Nagpur","Computer Science (Fall 2017)"
"vimalkhanna93atgmail.com","https://yocket.in/profiles/vimalkhanna93atgmail.com","","GRE

307 


Quant: 158

Verbal: 149","TOEFL
90","UG Score
7.256CGPA","Work Exp.
NA","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=17","Undergrad:

Computer Science from R.M.D Engineering College, Thiruvallur","Interested in Computer Science / Information Technology (Fall 2015)"
"rovingrohan","https://yocket.in/profiles/rovingrohan","","GRE

317 


Quant: 162

Verbal: 155","TOEFL
102","UG Score
57%","Work Exp.
14 months","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=6","Undergrad:

Computer Science from VIIT, Pune","Computer Science (Fall 2017)"
"rambhs","https://yocket.in/profiles/rambhs","","GRE

299 


Quant: 158

Verbal: 141","TOEFL
89","UG Score
82%","Work Exp.
12 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=15","Undergrad:

Information Technology from gayatri vidya parishad college of engineering, Visakhapatnam","Computer Engineering (Fall 2016)"
"indrajitshetty","https://yocket.in/profiles/indrajitshetty","","GRE

320 


Quant: 159

Verbal: 161","TOEFL
106","UG Score
62%","Work Exp.
16 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Electronics and Communication Engineering from CMR Institute Of Technology, Bengaluru","Computer Science (Fall 2016)"
"mayurbabar","https://yocket.in/profiles/mayurbabar","","GRE

301 


Quant: 156

Verbal: 145","TOEFL
91","UG Score
58.5%","Work Exp.
16 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=14","Undergrad:

Information Technology from Smt. Kashibai Navale College Of Engineering, Vadgaon, Pune","Computer Science (Fall 2016)"
"AmeyaD","https://yocket.in/profiles/AmeyaD","","GRE

310 


Quant: 160

Verbal: 150","TOEFL
101","UG Score
60%","Work Exp.
15 months","Tech Papers
NA","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Computer Science from BRACT's Vishwakarma Institute Of Information Technology (VIIT), Kondhwa, Pune","Interested in Computer Science / Information Technology (Fall 2017)"
"ank1524","https://yocket.in/profiles/ank1524","","GRE

310 


Quant: 163

Verbal: 147","TOEFL
98","UG Score
7.02CGPA","Work Exp.
NA","Tech Papers
National","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=8","Undergrad:

Computer Science from Thakur College Of Engineering And Technology, Kandivali, Mumbai","Interested in Computer Science / Information Technology (Fall 2017)"
"Hitesh0290","https://yocket.in/profiles/Hitesh0290","","GRE

311 


Quant: 163

Verbal: 148","TOEFL/IELTS
N.A.","UG Score
67%","Work Exp.
24 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=12","Undergrad:

Computer Science from PEC University of Technology, Mohali","Computer Science (Fall 2016)"
"Shanks","https://yocket.in/profiles/Shanks","","GRE

311 


Quant: 162

Verbal: 149","TOEFL
93","UG Score
8.12CGPA","Work Exp.
36 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=4","Undergrad:

Computer Science from Chitkara University, Baddi","Interested in Computer Science / Information Technology (Fall 2017)"
"sanchan777","https://yocket.in/profiles/sanchan777","","GRE

311 


Quant: 165

Verbal: 146","TOEFL
96","UG Score
6.26CGPA","Work Exp.
5 months","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=5","Undergrad:

Electrical and Electronics Engineering from NIT Calicut, Kozhikode","Interested in Computer Science / Information Technology (Fall 2017)"
"aishwarya.20","https://yocket.in/profiles/aishwarya.20","","GRE

303 


Quant: 158

Verbal: 145","TOEFL
107","UG Score
6.1CGPA","Work Exp.
1 month","Tech Papers
None","","","Undergrad:

Computer Science from Shah & Anchor Kutchhi Engineering College, Chembur, Mumbai","Computer Science (Fall 2017)"
"ashita k","https://yocket.in/profiles/ashita%20k","","GRE

296 


Quant: 157

Verbal: 139","TOEFL
82","UG Score
79%","Work Exp.
NA","Tech Papers
None","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Computer Science from Mahatma Gandhi Institute Of Technology (MGIT), Hyderabad","Interested in Computer Science / Information Technology (Fall 2017)"
"Prats10","https://yocket.in/profiles/Prats10","","GRE

301 


Quant: 156

Verbal: 145","TOEFL
81","UG Score
60%","Work Exp.
18 months","Tech Papers
International","","https://yocket.in/applications-admits-rejects/628-state-university-of-new-york-at-binghamton/2?page=3","Undergrad:

Computer Science from AISSMS COE, Pune","Computer Science (Fall 2017)"
